"id","fdc_id","nutrient_id","amount","data_points","derivation_id","min","max","median","footnote","min_year_acquired"
"2221348","321900","1106","8","","49","","","","",""
"2221349","321900","1120","0","6","1","0","0","0","","2001"
"2221350","321900","1122","0","6","1","0","0","0","","2001"
"2221351","321900","1107","93","6","1","54","118","96","","2001"
"2221352","321900","1123","745","6","1","431","948","776","","2001"
"2221353","321900","1084","2.4","4","1","2","2.7","2.5","","2001"
"2221354","321900","1082","0","4","1","0","0","0","","2001"
"2221355","321900","1116","0","6","1","0","0","0","","2001"
"2221356","321900","1117","0","6","1","0","0","0","","2001"
"2221357","321900","1002","0.41","8","1","0.25","0.57","0.41","","2001"
"2221358","321900","1063","1.4","","4","","","","",""
"2221359","321900","1050","3.81","","4","","","","",""
"2221360","321900","1314","0","","4","","","","",""
"2221361","321900","1315","0.01","","4","","","","",""
"2221362","321900","2009","0","","4","","","","",""
"2221363","321900","2010","0.001","","4","","","","",""
"2221364","321900","2012","0","","4","","","","",""
"2221365","321900","2016","0.017","","4","","","","",""
"2221366","321900","2018","0","","4","","","","",""
"2221367","321900","2020","0","","4","","","","",""
"2221368","321900","2022","0","","4","","","","",""
"2221369","321900","2026","0","","4","","","","",""
"2221370","321900","1085","0.07","","4","","","","",""
"2222946","322228","1092","159","12","1","150","191","156","","2018"
"2222947","322228","1095","0.43","12","1","0.37","0.48","0.43","","2018"
"2222948","322228","1090","12","12","1","10.5","14","12","","2018"
"2222949","322228","1091","103","12","1","93","115","103","","2018"
"2222950","322228","1093","39","12","1","36","48","38","","2018"
"2222951","322228","1098","0.001","12","1","0","0.006","0","","2018"
"2222952","322228","1101","0","12","1","0","0.003","0","","2018"
"2222953","322228","1003","3.38","","49","3.06","4.02","3.38","",""
"2222954","322228","1007","0.8","24","1","0.52","1.55","0.72","","2018"
"2222955","322228","1165","0.057","12","1","0.046","0.071","0.056","","2018"
"2222956","322228","1166","0.14","12","1","0.114","0.176","0.141","","2018"
"2222957","322228","1253","5","24","1","4","6","5","","2018"
"2222958","322228","1261","0.011","12","1","0.009","0.014","0.01","","2018"
"2222959","322228","1263","0.026","12","1","0","0.037","0.027","","2018"
"2222960","322228","1264","0.093","12","1","0.078","0.115","0.089","","2018"
"2222961","322228","1051","89.7","24","1","86.9","91.8","89.9","","2018"
"2222962","322228","1004","0.95","24","1","0.72","1.19","0.94","","2018"
"2222963","322228","1175","0.06","12","1","0.054","0.069","0.061","","2018"
"2222964","322228","1103","2.1","12","1","0","4.2","3.1","","2018"
"2222965","322228","1167","0.113","12","1","0.08","0.14","0.105","","2018"
"2222966","322228","1259","0.022","12","1","0.018","0.027","0.021","","2018"
"2222967","322228","1260","0.015","12","1","0","0.021","0.015","","2018"
"2222968","322228","1265","0.265","12","1","0.227","0.337","0.252","","2018"
"2222969","322228","1266","0.096","12","1","0.078","0.114","0.094","","2018"
"2222970","322228","1180","17.4","6","1","16","19.4","17","","2018"
"2222971","322228","1198","0.9","6","1","0.6","1.6","0.8","","2018"
"2222972","322228","1062","179","","49","","","","",""
"2222973","322228","1106","58","","49","","","","",""
"2222974","322228","1112","1.1","24","1","0","2.2","1","","2018"
"2222975","322228","1114","1.1","","4","","","","",""
"2222976","322228","1258","0.568","12","1","0.5","0.7","0.555","","2018"
"2222977","322228","1292","0.21","12","1","0.17","0.25","0.2","","2018"
"2222978","322228","1293","0.032","12","1","0.03","0.04","0.03","","2018"
"2222979","322228","1110","43","","4","","","","",""
"2222980","322228","1005","5.19","","49","","","","",""
"2222981","322228","1008","43","","49","","","","",""
"2222982","322228","1212","0.174","12","1","0.14","0.24","0.17","","2018"
"2222983","322228","1213","0.342","12","1","0.29","0.44","0.33","","2018"
"2222984","322228","1214","0.308","12","1","0.27","0.38","0.3","","2018"
"2222985","322228","1219","0.21","12","1","0.17","0.28","0.205","","2018"
"2222986","322228","1221","0.099","12","1","0.09","0.12","0.1","","2018"
"2222987","322228","1223","0.286","12","1","0.23","0.37","0.28","","2018"
"2222988","322228","1227","0.194","12","1","0.16","0.24","0.19","","2018"
"2222989","322228","1210","0.045","12","1","0.04","0.06","0.04","","2018"
"2222990","322228","1211","0.158","12","1","0.13","0.2","0.16","","2018"
"2222991","322228","1215","0.092","12","1","0.08","0.12","0.09","","2018"
"2222992","322228","1217","0.168","12","1","0.14","0.21","0.16","","2018"
"2222993","322228","1218","0.167","12","1","0.14","0.21","0.16","","2018"
"2222994","322228","1222","0.111","12","1","0.09","0.14","0.11","","2018"
"2222995","322228","1224","0.809","12","1","0.67","1.07","0.78","","2018"
"2222996","322228","1225","0.069","12","1","0.06","0.09","0.07","","2018"
"2222997","322228","1226","0.349","12","1","0.29","0.44","0.345","","2018"
"2222998","322228","1010","0","12","1","0","0","0","","2018"
"2222999","322228","1011","0","12","1","0","0","0","","2018"
"2223000","322228","1014","0","12","1","0","0","0","","2018"
"2223001","322228","1299","0.01","12","1","0.009","0.013","0.01","","2018"
"2223002","322228","1304","0.027","12","1","0","0.04","0.03","","2018"
"2223003","322228","1314","0.012","12","1","0.007","0.019","0.012","","2018"
"2223004","322228","1267","0.001","12","1","0.001","0.002","0.001","","2018"
"2223005","322228","1262","0.023","12","1","0","0.03","0.024","","2018"
"2223006","322228","1125","0","6","1","0","0","0","","2018"
"2223007","322228","1126","0","6","1","0","0","0","","2018"
"2223008","322228","1128","0","6","1","0","0","0","","2018"
"2223009","322228","1129","0","6","1","0","0","0","","2018"
"2223010","322228","1170","0.368","6","1","0.33","0.393","0.374","","2018"
"2223011","322228","1109","0.02","6","1","0.01","0.05","0.02","","2018"
"2223012","322228","1220","0.128","12","1","0.11","0.16","0.12","","2018"
"2223013","322228","1271","0.001","12","1","0","0.002","0.001","","2018"
"2223014","322228","1276","0","12","1","0","0","0","","2018"
"2223015","322228","1278","0","12","1","0","0","0","","2018"
"2223016","322228","1280","0","12","1","0","0.001","0","","2018"
"2223017","322228","1300","0.006","12","1","0.004","0.008","0.005","","2018"
"2223018","322228","1315","0.187","12","1","0.148","0.217","0.18","","2018"
"2223019","322228","1316","0.026","12","1","0.021","0.033","0.024","","2018"
"2223020","322228","1323","0.002","12","1","0","0.002","0.002","","2018"
"2223021","322228","1333","0","12","1","0","0","0","","2018"
"2223022","322228","1404","0.004","12","1","0.002","0.005","0.004","","2018"
"2223023","322228","1272","0","12","1","0","0","0","","2018"
"2223024","322228","1075","0","12","1","0","0","0","","2018"
"2223025","322228","1012","0","12","1","0","0","0","","2018"
"2223026","322228","1013","4.96","12","1","4.59","5.84","4.94","","2018"
"2223027","322228","1107","1","6","1","1","3","1","","2018"
"2223028","322228","1108","0","6","1","0","0","0","","2018"
"2223029","322228","1120","0","6","1","0","2","0","","2018"
"2223030","322228","1122","0","6","1","0","0","0","","2018"
"2223031","322228","1127","0","6","1","0","0","0","","2018"
"2223032","322228","1130","0","6","1","0","0","0","","2018"
"2223033","322228","1131","0","6","1","0","0","0","","2018"
"2223034","322228","1177","2","12","1","0","7","0","","2018"
"2223035","322228","1178","0.61","12","1","0.51","0.84","0.58","","2018"
"2223036","322228","1089","0","12","1","0","0","0","","2018"
"2223037","322228","1087","126","12","1","111","143","127","","2018"
"2223038","322228","1002","0.53","24","1","0.48","0.63","0.53","","2018"
"2223039","322228","1113","0","24","1","0","0","0","","2018"
"2223040","322228","1111","0","24","1","0","0","0","","2018"
"2223041","322228","1335","0","12","1","0","0","0","","2018"
"2223042","322228","2008","0","12","1","0","0","0","","2018"
"2223043","322228","2009","0.007","12","1","0.005","0.009","0.007","","2018"
"2223044","322228","1281","0.001","12","1","0.001","0.002","0.001","","2018"
"2223045","322228","1303","0.002","12","1","0.002","0.004","0.002","","2018"
"2223046","322228","1311","0.004","12","1","0.003","0.006","0.003","","2018"
"2223047","322228","1306","0.004","12","1","0","0.006","0.004","","2018"
"2223048","322228","1321","0","12","1","0","0","0","","2018"
"2223049","322228","2019","0","12","1","0","0","0","","2018"
"2223050","322228","2012","0.001","12","1","0","0.002","0.001","","2018"
"2223051","322228","2013","0","12","1","0","0","0","","2018"
"2223052","322228","1313","0","12","1","0","0","0","","2018"
"2223053","322228","1405","0","12","1","0","0","0","","2018"
"2223054","322228","1414","0","12","1","0","0","0","","2018"
"2223055","322228","1406","0.001","12","1","0","0.002","0.001","","2018"
"2223056","322228","2006","0","12","1","0","0","0","","2018"
"2223057","322228","1273","0","12","1","0","0.001","0","","2018"
"2223058","322228","2015","0","12","1","0","0","0","","2018"
"2223059","322228","2014","0","12","1","0","0","0","","2018"
"2223060","322228","1305","0","12","1","0","0","0","","2018"
"2223061","322228","1334","0","12","1","0","0","0","","2018"
"2223062","322228","2021","0","12","1","0","0","0","","2018"
"2223063","322228","1411","0","12","1","0","0","0","","2018"
"2223064","322228","2007","0","12","1","0","0","0","","2018"
"2223065","322228","1301","0","12","1","0","0.001","0","","2018"
"2223066","322228","1312","0","12","1","0","0","0","","2018"
"2223067","322228","2003","0","12","1","0","0","0","","2018"
"2223068","322228","2004","0","12","1","0","0","0","","2018"
"2223069","322228","2005","0","12","1","0","0","0","","2018"
"2223070","322228","1257","0.036","12","1","0.01","0.05","0.04","","2018"
"2223071","322228","1232","0.036","12","1","0.03","0.05","0.035","","2018"
"2223072","322228","1228","0","12","1","0","0","0","","2018"
"2223073","322228","2032","0","6","1","0","0","0","","2018"
"2223074","322228","1159","0","6","1","0","1","0","","2018"
"2223075","322228","1161","0","6","1","0","0","0","","2018"
"2223076","322228","1160","0","6","1","0","0","0","","2018"
"2223077","322228","1121","0","6","1","0","1","0","","2018"
"2223078","322228","2028","1","6","1","1","2","1","","2018"
"2223079","322228","2029","0","6","1","0","0","0","","2018"
"2223080","322228","1119","0","6","1","0","0","0","","2018"
"2223081","322228","1194","3","6","1","2.4","3.7","2.9","","2018"
"2223082","322228","1197","10.9","6","1","9.8","12.7","10.7","","2018"
"2223083","322228","1196","1.7","6","1","1.3","2.4","1.8","","2018"
"2223084","322228","1195","0.9","6","1","0.8","0.9","0.9","","2018"
"2223085","322228","1199","0.8","6","1","0","1.1","1","","2018"
"2223086","322228","1063","4.96","","4","","","","",""
"2223087","322228","1329","0.031","","4","","","","",""
"2223088","322228","1330","0.004","","4","","","","",""
"2223089","322228","1331","0","","4","","","","",""
"2223090","322228","1317","0","","4","","","","",""
"2223091","322228","2010","0.002","","4","","","","",""
"2223092","322228","2016","0.029","","4","","","","",""
"2223093","322228","2018","0.004","","4","","","","",""
"2223094","322228","2020","0.001","","4","","","","",""
"2223095","322228","2022","0.001","","4","","","","",""
"2223096","322228","2023","0","","4","","","","",""
"2223097","322228","2024","0","","4","","","","",""
"2223098","322228","2025","0","","4","","","","",""
"2223099","322228","2026","0","","4","","","","",""
"2223100","322228","1085","0.85","","4","","","","",""
"2223101","322228","1100","36.2","24","1","12.9","85.2","33.6","","2018"
"2223102","322228","1105","58","12","1","22","81","62","","2018"
"2224681","322559","1090","12.5","12","1","11.3","14.5","12.2","","2018"
"2224682","322559","1091","107","12","1","97","122","106","","2018"
"2224683","322559","1093","41","12","1","38","47","40","","2018"
"2224684","322559","1098","0.002","12","1","0","0.006","0","","2018"
"2224685","322559","1101","0.001","12","1","0","0.003","0","","2018"
"2224686","322559","1092","167","12","1","151","186","160","","2018"
"2224687","322559","1095","0.45","12","1","0.39","0.52","0.43","","2018"
"2224688","322559","1175","0.058","12","1","0.051","0.072","0.057","","2018"
"2224689","322559","1103","2","12","1","0","4.3","3.2","","2018"
"2224690","322559","1167","0.118","12","1","0.1","0.18","0.11","","2018"
"2224691","322559","1004","0.08","24","1","0.03","0.16","0.08","","2018"
"2224692","322559","1051","90.8","24","1","89.3","92.8","90.8","","2018"
"2224693","322559","1165","0.056","12","1","0.048","0.062","0.054","","2018"
"2224694","322559","1166","0.131","12","1","0","0.199","0.132","","2018"
"2224695","322559","1003","3.43","","49","3","4.15","3.41","",""
"2224696","322559","1007","0.77","24","1","0.5","1.3","0.74","","2018"
"2224697","322559","1198","0.9","6","1","0.6","1.6","0.8","","2018"
"2224698","322559","1180","18.2","6","1","16","20.3","18.3","","2018"
"2224699","322559","1271","0","12","1","0","0","0","","2018"
"2224700","322559","1110","44","","4","","","","",""
"2224701","322559","1005","4.89","","49","","","","",""
"2224702","322559","1008","34","","49","","","","",""
"2224703","322559","1276","0","12","1","0","0","0","","2018"
"2224704","322559","1272","0","12","1","0","0","0","","2018"
"2224705","322559","1112","1.1","24","1","0.8","1.6","1","","2018"
"2224706","322559","1114","1.1","","4","","","","",""
"2224707","322559","1062","143","","49","","","","",""
"2224708","322559","1106","64","","49","","","","",""
"2224709","322559","1278","0","12","1","0","0","0","","2018"
"2224710","322559","1280","0","12","1","0","0","0","","2018"
"2224711","322559","1210","0.048","12","1","0.04","0.06","0.05","","2018"
"2224712","322559","1211","0.166","12","1","0.14","0.19","0.165","","2018"
"2224713","322559","1215","0.093","12","1","0.08","0.11","0.09","","2018"
"2224714","322559","1217","0.168","12","1","0.15","0.2","0.165","","2018"
"2224715","322559","1218","0.168","12","1","0.15","0.2","0.165","","2018"
"2224716","322559","1222","0.118","12","1","0.1","0.14","0.12","","2018"
"2224717","322559","1224","0.832","12","1","0.71","1.01","0.81","","2018"
"2224718","322559","1225","0.071","12","1","0.06","0.08","0.07","","2018"
"2224719","322559","1226","0.348","12","1","0.3","0.41","0.35","","2018"
"2224720","322559","1258","0.049","12","1","0.03","0.09","0.045","","2018"
"2224721","322559","1261","0.001","12","1","0","0.002","0.001","","2018"
"2224722","322559","1263","0.002","12","1","0.001","0.004","0.002","","2018"
"2224723","322559","1264","0.008","12","1","0.005","0.015","0.007","","2018"
"2224724","322559","1212","0.182","12","1","0.16","0.22","0.18","","2018"
"2224725","322559","1213","0.347","12","1","0.31","0.42","0.34","","2018"
"2224726","322559","1214","0.302","12","1","0.25","0.37","0.3","","2018"
"2224727","322559","1219","0.222","12","1","0.19","0.26","0.215","","2018"
"2224728","322559","1220","0.131","12","1","0.12","0.15","0.13","","2018"
"2224729","322559","1221","0.101","12","1","0.09","0.11","0.1","","2018"
"2224730","322559","1223","0.299","12","1","0.25","0.35","0.3","","2018"
"2224731","322559","1227","0.202","12","1","0.17","0.24","0.205","","2018"
"2224732","322559","1259","0.003","12","1","0.002","0.005","0.003","","2018"
